"","CaseID","god_open","rel_groups","god_y","pct_believe","pct_nonbelieve","church","pray","gender_ident","sex_or","social_cons","econ_cons","vote2016","candidate2016","stem","age","educ","female","sbs_m","sbs_sd","crt","crtZ","pt_m","pt_sd","cred_m","cred_sd","mot_m","mot_sd","tfa_m","tfa_sd","eXtra_m","eXtra_sd","Consc_m","Consc_sd","Neuro_m","Neuro_sd","Agree_m","Agree_sd","Open_m","Open_sd","Hum_m","Hum_sd"
"1450",1612,"Dios es solo uno","Catolico",1,90,10,4,6,"female",NA,4,4,1,"trump",0,42,8,1,-1.04698749691906,-0.808416971672239,0,-1.19600910879151,-0.457364753215723,-0.499971098647707,-1.35704430960462,-0.187789997101505,-0.164871067224464,0.105382532160072,-0.499423366776022,-1.13144024726418,0.277269440719046,1.23245831960015,0.808922633732936,-0.821146228097169,-0.485195240142947,0.367357946238417,-1.31741653563732,0.831142618349937,-0.437539759581321,1.38336226840926,0.394255042046787,-0.0852318510803894
"1451",1613,"That there is something, not exactly a higher being that we can fully understand, that helped create the universe.","Catholic and atheist",1,75,25,1,2,"female",NA,1,1,1,"clinton",1,26,12,1,-1.53689520908331,-0.198810416753896,1,-0.820317486721556,-0.457364753215723,-0.964617978962575,-0.504374056390921,-1.61460311079585,0.344020383794051,-1.58558678044292,-0.745732468558444,0.198827714183286,-1.05789952498645,-0.656157913738697,-0.994954416840671,0.247008345466046,-0.253522435550801,0.542775408996944,-0.503596585221973,0.375773431607088,1.29207331208335,-0.131539829453846,-1.15282976753584,-0.0188715068182718
"1452",1614,"Does not exists","None",0,80,20,1,1,"female",NA,3,3,1,"clinton",0,25,13,1,-2.39423370537074,-1.41802352659058,5,0.682449001558269,-0.457364753215723,-0.151671413473385,-1.6981124108901,-1.61460311079585,3.05810812255946,-0.368970746117903,-0.868887019449655,-0.507483855955016,-0.612843203084619,-0.228309055351447,-0.47956097381964,-0.694948006226479,0.904841587409931,0.105429242738975,-1.58868985244244,-0.369319049820124,-0.437539759581321,0.107985709729587,0.173242926392126,-1.57761794768281
"1454",1616,"There is a god. He is different to different people.","Baptist",1,70,30,4,7,"female",NA,2,4,1,"clinton",0,60,12,1,0.851404887717394,-0.442176899816687,2,-0.444625864651599,1.55533122325833,0.86433345232805,-0.504374056390921,-1.61460311079585,1.87069473684959,-0.53059168751239,-0.622577917667233,-0.0663547176969005,0.0547412797681295,0.0238251489241735,0.293529190711906,-0.821146228097169,-0.253522435550801,0.542775408996944,-0.232323268416855,-0.505680438005696,0.797898148750585,0.180342602155473,-0.0477691892625349,0.760501713613999
"1456",1618,"I believe that God does exist, i was brought up Roman Catholic.  I pray to God everyday.  I believe that without God we would not be able to get through everyday.  I don't believe that people should expect anything from God when they only pray in their time of need.","The Roman Catholic Church.",1,75,25,7,6,"female",NA,2,6,1,"clinton",0,62,9,1,1.03512027977899,-0.0212394355633018,2,-0.444625864651599,0.457497054272482,0.288686047865413,0.518830247465521,-0.509398425298141,1.0225423184854,0.847567070376467,-0.253114264993601,-0.351128595005705,0.0547412797681295,0.562117285004919,2.09740624128551,-1.63690435791901,-0.253522435550801,0.951996120409814,1.66658994921896,0.375773431607088,0.303722985417822,0.88434001916054,1.05729138901077,0.626782409288613
"1457",1620,"They don't exist","None",0,70,30,2,1,"male",NA,1,3,1,"clinton",0,39,10,0,-2.39423370537074,-1.41802352659058,7,1.43383224569818,0.823441777267764,0.139326931776077,-1.6981124108901,-1.61460311079585,-0.843393001915816,0.105382532160072,3.07205860906909,-0.612425907438279,1.83496656737546,-0.794542754918982,-0.47956097381964,-0.00538809827533266,-1.64355926310368,0.0333476418187074,1.12404331560873,-1.38713430761848,1.04498573041697,-0.669457453849157,1.27830350466543,-0.798244727250543
"1459",1622,"","bapish",1,75,25,8,7,"female",NA,NA,NA,1,"clinton",0,64,9,1,-0.0671720725905677,0.821813978518224,0,-1.19600910879151,-2.65303309118742,1.69043852137785,0.00722809553729986,1.23902311659284,-0.843393001915816,0.504662608597454,NA,NA,0.277269440719046,-1.68907643030304,NA,NA,0.441495978225638,-0.205266590312902,-1.31741653563732,-0.505680438005696,-0.19045217791494,0.180342602155473,0.173242926392126,1.26825067595853
"1460",1624,"believe","Baptist",1,85,15,4,5,"male",NA,5,5,1,"trump",0,46,10,0,0.973881815758456,0.868001054353204,3,-0.0689342425816433,-0.640337114713365,0.359745216125645,-0.845442157676401,-0.187789997101505,-0.50413203457014,-0.275389121527241,-0.253114264993601,1.01123723927828,-1.28042768593737,-0.794542754918982,1.32431607675397,-0.821146228097169,-1.41188645851153,-1.5877045126027,1.12404331560873,-1.38713430761848,-0.19045217791494,0.180342602155473,0.394255042046787,0.760501713613999
"1461",1627,"","Catholic",1,60,40,7,7,"male",NA,7,5,1,"trump",0,30,12,0,1.28007413586111,-1.41802352659058,5,0.682449001558269,0.457497054272482,1.13810110036402,1.88310265260744,-1.61460311079585,-0.843393001915816,-0.337509078326443,-0.499423366776022,0.986029810662644,-0.612843203084619,-0.228309055351447,0.808922633732936,-0.821146228097169,0.209823173633492,0.0333476418187074,0.310223365193379,0.30072135038952,-1.67297766791323,-1.51925750985379,1.05729138901077,-1.57761794768281
"1463",1630,"I believe in our Lord and savour  Jesus Christ","Catholic",1,50,50,5,7,"female",NA,4,4,1,"trump",0,50,8,1,1.28007413586111,-1.41802352659058,1,-0.820317486721556,-0.457364753215723,-0.499971098647707,1.54203455132196,0.59580626019957,-0.843393001915816,0.871131173649209,-0.622577917667233,-0.317107099651018,0.0547412797681295,0.0238251489241735,-0.47956097381964,-0.694948006226479,-0.94854084932724,0.598121766510611,-0.503596585221973,1.66631146577659,-0.437539759581321,-0.669457453849157,-0.268781304917196,-0.677675270451299
"1464",1631,"There is one God, Jesus Christ","Pentecostal",1,70,30,8,6,"male",NA,7,7,1,"trump",0,29,9,0,1.28007413586111,-1.41802352659058,1,-0.820317486721556,1.92127594625361,0.359745216125645,1.37150050067922,-0.0516076553666977,-0.164871067224464,0.871131173649209,-0.376268815884812,-0.507483855955016,1.16738208452271,-1.68907643030304,0.0358324692013903,-0.304776910191954,-0.0218496309586545,0.105429242738975,0.310223365193379,-0.505680438005696,-0.684627341247703,0.443271654512742,-0.489793420571857,-0.0852318510803894
"1465",1632,"I think I believe in God I am not religious. I consider myself spiritual.","I was baptized in the Episcopal church. I have attended the Presbyterian as a child and a teen . As an adult, I have attended Methodist churches. I guess I could be called a Methodist. I do not currently attend any church.",1,50,50,2,7,"female",NA,2,3,1,"clinton",0,67,12,1,-0.31212592867269,0.136174332980769,0,-1.19600910879151,-1.00628183770865,-0.107283222029573,-0.845442157676401,0.59580626019957,0.513650867466888,0.479158549592999,NA,NA,0.0547412797681295,0.562117285004919,-1.76804458137222,-0.074846464190925,1.13651439200208,-0.741137634931864,0.310223365193379,-0.505680438005696,-0.437539759581321,0.107985709729587,0.836279273356109,0.760501713613999
"1466",1633,"there is one God","church of Christ",1,60,40,7,5,"male",NA,7,6,-1,"NA",1,18,9,0,0.606451031635271,0.563197776894032,2,-0.444625864651599,-0.823309476211005,-0.291954477218709,0.348296196822781,-0.187789997101505,-0.164871067224464,-0.337509078326443,NA,NA,-0.835371364035536,-0.794542754918982,-0.737257695330156,0.810370031546504,-0.485195240142947,0.806748207113188,-0.232323268416855,-0.505680438005696,0.303722985417822,-1.51925750985379,-0.268781304917196,-0.0188715068182718
"1467",1634,"","Christian",1,70,30,8,7,"female",NA,4,4,-1,"NA",0,54,9,1,1.28007413586111,-1.41802352659058,3,-0.0689342425816433,-0.0914200302204411,0.359745216125645,0.177762146180041,0.686063905455394,2.20995570419527,-0.0657425099147587,-0.622577917667233,-0.317107099651018,0.277269440719046,1.23245831960015,0.551225912222421,-0.00538809827533266,0.904841587409931,0.598121766510611,0.310223365193379,1.25722730121987,-0.19045217791494,0.180342602155473,-0.0477691892625349,0.760501713613999
"1468",1635,"I am a firm believer in God as Creator of Heaven & Earth","Baptist",1,70,30,8,7,"female",NA,6,6,1,"clinton",0,89,9,1,1.15759720782005,-0.503613694213067,2,-0.444625864651599,0.0915523312771992,2.09014639795562,1.88310265260744,-1.61460311079585,-0.50413203457014,0.917918680492054,-1.85412342657934,1.36116566990877,2.05749472832638,-0.228309055351447,-2.02574130288273,1.88757358340997,0.209823173633492,0.951996120409814,2.2091365828292,-1.38713430761848,1.29207331208335,-1.51925750985379,1.05729138901077,0.626782409288613
"1469",1636,"I don't believe in them","atheist",0,65,35,7,1,"male",NA,3,3,-1,"NA",0,18,9,0,-1.29194135300118,0.821813978518224,8,1.80952386776814,-2.47006072968977,0.288686047865413,-0.333840005748181,1.01631027599485,-0.50413203457014,0.160849651094062,-1.73096887568813,-0.351128595005705,-0.612843203084619,-0.228309055351447,-0.221864252309125,0.810370031546504,0.673168782817784,-0.741137634931864,-1.04614321883221,0.0522738339502235,0.797898148750585,0.674916799820921,-0.489793420571857,-0.798244727250543
"1470",1637,"","",1,60,40,2,2,"female",NA,4,4,1,"clinton",0,27,9,1,-0.557079784754814,-1.41802352659058,0,-1.19600910879151,-1.00628183770865,-1.94912246697906,0.518830247465521,-0.509398425298141,0.344020383794051,-1.58558678044292,-0.253114264993601,-2.00099752257268,0.277269440719046,-1.68907643030304,-0.994954416840671,-1.63690435791901,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"1471",1638,"","Christian",1,60,40,4,5,"male",NA,3,4,1,"third",1,35,12,0,1.09635874379952,-0.442176899816687,4,0.306757379488313,0.640469415770123,2.39833163801499,0.00722809553729986,1.23902311659284,0.174389900121212,-0.0657425099147587,0.855276693027297,0.356449069517645,2.50255105022821,-0.656157913738697,-0.47956097381964,1.18896469715857,1.13651439200208,0.0333476418187074,0.581496681998496,0.888769797355117,2.03333605708249,-0.669457453849157,-0.710805536226518,0.222267406780215
"1472",1640,"Does it matter?","None",0,60,40,1,1,"male",NA,4,4,1,"trump",0,47,10,0,-0.557079784754814,-1.41802352659058,6,1.05814062362823,0.274524692774841,0.655631572939524,-0.504374056390921,-1.61460311079585,-0.164871067224464,-1.44650058754173,-0.253114264993601,-2.00099752257268,0.944853923571795,-0.794542754918982,-0.221864252309125,-0.821146228097169,-0.0218496309586545,0.105429242738975,-0.77486990202709,0.30072135038952,-0.19045217791494,-0.537992927670522,NA,NA
"1473",1641,"I believe in God","Christian",1,50,50,2,2,"female",NA,4,4,1,"clinton",0,29,10,1,0.48397410359421,0.113593987096755,1,-0.820317486721556,-1.18925419920629,0.288686047865413,-1.52757836024736,-0.509398425298141,2.37958618786811,0.504662608597454,0.116349387680032,-0.990663268819681,-1.05789952498645,0.0999909204650784,-0.994954416840671,-0.304776910191954,2.29487841496281,-0.205266590312902,1.39531663241385,-0.505680438005696,-0.684627341247703,-1.51925750985379,-1.15282976753584,-0.0188715068182718
"1474",1642,"No","Athiest",0,56,44,1,1,"female",NA,4,4,0,"NA",0,24,9,1,-0.434602856713752,-0.808416971672239,4,0.306757379488313,-1.00628183770865,-1.94912246697906,-1.6981124108901,-1.61460311079585,0.344020383794051,-1.58558678044292,NA,NA,-0.612843203084619,-1.68907643030304,-0.47956097381964,-0.694948006226479,0.673168782817784,-0.741137634931864,-1.04614321883221,-1.38713430761848,-0.437539759581321,-0.669457453849157,-0.710805536226518,-0.304906808183653
"1475",1643,"I believe in one God, creator of the universe.","Protestant Reformed",1,75,25,8,6,"female",NA,6,6,1,"trump",0,39,9,1,0.177781783491556,0.715599415623618,1,-0.820317486721556,1.0064141387654,0.624435788430122,0.689364298108261,-1.61460311079585,1.19217280215824,0.0207370684000367,-0.12995971410239,-0.507483855955016,0.722325762620879,0.620599587953076,0.808922633732936,1.45150607648076,0.673168782817784,2.16657541053355,-0.503596585221973,0.375773431607088,1.78624847541611,0.180342602155473,-1.81586611449982,0.383761644832993
"1476",1644,"Jesus christ is the only one","Non denominational christianity",1,70,30,2,3,"male",NA,4,4,1,"clinton",0,31,11,0,0.361497175553148,-0.189322233889583,3,-0.0689342425816433,-0.274392391718083,-0.151671413473385,-0.333840005748181,0.403215345562478,0.00475941644837506,-1.94694964818465,-0.499423366776022,-1.13144024726418,-0.390315042133703,-0.794542754918982,-0.221864252309125,-0.074846464190925,-0.0218496309586545,-0.610173283182143,-0.77486990202709,0.30072135038952,-0.19045217791494,-0.537992927670522,-0.931817651881178,-0.798244727250543
"1479",1649,"I believe in a creator & I think he would agree religion is one of humans greatest reasons for being divided or separate from each other","Spiritual but not religious",1,50,50,2,5,"female",NA,2,4,0,"NA",0,57,11,1,0.851404887717394,0.113593987096755,2,-0.444625864651599,0.823441777267764,0.394466979270586,0.177762146180041,-0.0516076553666977,0.344020383794051,1.14544281216057,0.239503938571242,-0.545949896507661,0.944853923571795,-0.794542754918982,-0.737257695330156,-0.074846464190925,0.209823173633492,0.0333476418187074,0.852769998803613,-0.505680438005696,-0.684627341247703,-0.131539829453846,-0.0477691892625349,-0.0852318510803894
"1480",1651,"","Baptist",1,60,40,2,7,"female",NA,4,4,0,"NA",0,42,9,1,0.790166423696863,0.485472331047215,1,-0.820317486721556,0.823441777267764,1.38949468681873,-0.333840005748181,1.51138780006246,-0.164871067224464,-1.44650058754173,-0.253114264993601,-2.00099752257268,-1.94801216879012,0.0999909204650784,-0.737257695330156,1.98074765482143,0.904841587409931,2.67325533059659,-0.232323268416855,2.24719310090445,0.797898148750585,1.42453623669601,0.173242926392126,0.626782409288613
"1483",1655,"","None -- no religious groups. No specifically secular ones either, just clubs and sports organizations.",0,50,50,1,1,"male",NA,2,3,1,"clinton",1,68,13,0,-2.39423370537074,-1.41802352659058,8,1.80952386776814,1.0064141387654,-0.499971098647707,-0.674908107033661,1.51138780006246,-1.35228445293433,0.0207370684000367,1.96366765104819,1.22926438624815,-0.167786881182787,-0.656157913738697,-0.221864252309125,-0.821146228097169,-0.716868044735094,0.0333476418187074,0.0389500483882616,0.0522738339502235,0.797898148750585,1.42453623669601,1.72032773597475,-0.798244727250543
"1485",1658,"I believe there is a god.","None",1,40,60,4,5,"male",NA,4,4,-1,"NA",0,33,9,0,0.361497175553148,-0.189322233889583,1,-0.820317486721556,1.0064141387654,0.139326931776077,0.689364298108261,0.772911884329506,1.0225423184854,1.18974412473995,0.362658489462454,-0.507483855955016,-0.612843203084619,0.376760602825648,-0.221864252309125,0.416041915207983,1.59986000118637,0.542775408996944,-0.77486990202709,0.30072135038952,-1.92006524957961,0.619359065452468,0.615267157701448,1.12221008401173
"1486",1659,"Yes. Exist.","Evangelical - lutheran by christening.",1,90,10,2,7,"male",NA,4,2,-1,"NA",0,32,14,0,-0.25088746465216,-0.012949842958877,9,2.18521548983809,0.274524692774841,0.655631572939524,-0.674908107033661,-0.509398425298141,0.852911834812564,1.21175278508251,1.59420399837456,0.356449069517645,1.61243840642454,-0.656157913738697,0.293529190711906,0.810370031546504,0.904841587409931,0.105429242738975,0.310223365193379,-0.505680438005696,1.29207331208335,-1.51925750985379,-0.710805536226518,-0.304906808183653
"1487",1660,"Yes I believe God exists","Catholic",1,70,30,7,7,"female",NA,4,2,1,"clinton",1,35,13,1,0.300258711532617,-0.0212394355633018,8,1.80952386776814,0.640469415770123,-1.05039694022622,0.518830247465521,-0.509398425298141,-1.18265396926149,-0.0657425099147587,1.71735854926577,-0.901084904194695,-0.612843203084619,0.841046881152138,0.808922633732936,-0.821146228097169,-0.716868044735094,-0.741137634931864,1.12404331560873,-1.38713430761848,0.797898148750585,-0.537992927670522,1.05729138901077,-0.304906808183653
"1488",1661,"One could only hope/wish that there is someone/something looking over us....","Catholic",1,50,50,1,6,"male",NA,4,4,-1,"NA",0,41,12,0,0.422735639573678,-0.198810416753896,2,-0.444625864651599,-1.37222656070393,-0.556822867808968,-0.504374056390921,0.0736249324418559,-0.50413203457014,-0.275389121527241,0.239503938571242,-0.545949896507661,0.722325762620879,-0.656157913738697,0.551225912222421,-0.694948006226479,0.209823173633492,-0.741137634931864,-1.31741653563732,0.30072135038952,-0.437539759581321,0.107985709729587,-1.15282976753584,-0.677675270451299
"1489",1662,"I believe that God exists and is the lord and Savior.","Presbyterian Church. Christian.",1,69,31,4,5,"female",NA,4,4,-1,"NA",0,20,11,1,0.667689495655802,-0.736462678427145,2,-0.444625864651599,0.274524692774841,1.24103668464775,-0.504374056390921,-1.61460311079585,0.344020383794051,-1.58558678044292,NA,NA,-0.835371364035536,0.562117285004919,-0.221864252309125,1.72655257629275,1.36818719659422,0.367357946238417,0.310223365193379,0.30072135038952,0.550810567084204,3.36247214889633,-0.0477691892625349,-0.0852318510803894
"1490",1663,"","Cristiano",1,80,20,8,7,"male",NA,6,6,1,"third",0,60,8,0,1.03512027977899,-0.407105420387919,1,-0.820317486721556,0.457497054272482,1.79975893424006,-1.35704430960462,-0.187789997101505,-0.50413203457014,0.555239648093889,NA,NA,-0.612843203084619,1.23245831960015,-0.737257695330156,0.810370031546504,0.441495978225638,1.50352065631086,-1.04614321883221,2.42118167009396,-0.684627341247703,1.58377355709881,1.05729138901077,-0.304906808183653
"1491",1664,"They exist","General baptist",1,50,50,4,5,"male",NA,4,4,-1,"NA",0,73,6,0,1.28007413586111,-1.41802352659058,0,-1.19600910879151,-0.0914200302204411,-0.197183890641057,1.03043239939374,1.16676768673521,1.0225423184854,1.51060400398424,-0.00680516321117864,-0.711235652655492,-1.50295584688828,0.841046881152138,-1.76804458137222,1.98074765482143,2.52655121955496,-0.741137634931864,-0.77486990202709,-0.505680438005696,-1.17880250458047,0.180342602155473,1.05729138901077,0.626782409288613
"1492",1665,"I don't believe","methodist",0,50,50,1,1,"male",NA,7,7,1,"trump",0,55,7,0,-1.78184906516543,-1.41802352659058,6,1.05814062362823,-0.640337114713365,1.00439099707039,-1.52757836024736,-0.509398425298141,-1.18265396926149,-0.53059168751239,-0.00680516321117864,-0.711235652655492,0.499797601669962,-0.794542754918982,-0.737257695330156,0.416041915207983,-0.485195240142947,-1.5877045126027,-0.77486990202709,0.30072135038952,-0.437539759581321,-0.669457453849157,-0.710805536226518,1.26825067595853
"1493",1666,"","",0,50,50,1,1,"female",NA,4,4,-1,"NA",0,50,8,1,-0.557079784754814,-1.41802352659058,1,-0.820317486721556,-1.00628183770865,-1.94912246697906,-1.6981124108901,-1.61460311079585,-0.50413203457014,3.18576628270539,-0.253114264993601,-2.00099752257268,0.277269440719046,-1.68907643030304,-0.994954416840671,-1.63690435791901,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"1494",1667,"I think they exist, but I am not 100% sure.","Presbyterian",1,80,20,1,2,"male",NA,6,5,1,"trump",0,44,11,0,-0.495841320734283,-0.351212055483482,1,-0.820317486721556,-1.92114364519685,0.359745216125645,-0.674908107033661,1.01631027599485,-0.50413203457014,-0.275389121527241,-0.868887019449655,0.224457610770774,-1.05789952498645,-0.656157913738697,0.293529190711906,0.810370031546504,-0.94854084932724,-0.610173283182143,-1.85996316924756,1.94999618343618,-0.684627341247703,0.88434001916054,-0.489793420571857,0.383761644832993
"1495",1668,"I believe that there is a creator.","American Baptist Church.",1,50,50,7,5,"male",NA,5,5,1,"trump",1,57,13,0,0.177781783491556,-0.277554091972566,8,1.80952386776814,1.55533122325833,-0.885736083103456,1.54203455132196,-0.187789997101505,-0.164871067224464,0.504662608597454,0.608967591244875,0.224457610770774,-1.05789952498645,0.0999909204650784,0.293529190711906,-0.074846464190925,-0.485195240142947,0.367357946238417,1.12404331560873,-1.38713430761848,0.550810567084204,1.0301426581601,0.836279273356109,0.383761644832993
"1496",1669,"I do not believe in the existence of any god or gods.","None",0,75,25,1,1,"male",NA,4,5,1,"third",1,40,10,0,-2.39423370537074,-1.41802352659058,3,-0.0689342425816433,0.0915523312771992,1.13810110036402,-0.333840005748181,0.403215345562478,1.70106425317676,-0.337509078326443,-0.376268815884812,0.419747481878442,1.61243840642454,-0.656157913738697,-0.737257695330156,1.72655257629275,-0.253522435550801,0.542775408996944,0.852769998803613,-0.505680438005696,1.29207331208335,-1.51925750985379,-1.59485399884516,-1.57761794768281
"1497",1671,"I believe there is one true God existing in 3 persons, God, Jesus Christ & the Holy Spirit.","Evangelical Christian",1,75,25,7,7,"male",NA,5,6,1,"trump",1,50,13,0,0.851404887717394,0.847589711967437,5,0.682449001558269,-0.640337114713365,-0.556822867808968,0.348296196822781,0.59580626019957,-0.50413203457014,-0.770542373861631,-0.12995971410239,-0.229574676828596,-1.05789952498645,-0.656157913738697,NA,NA,-0.716868044735094,-0.741137634931864,-1.58868985244244,-0.369319049820124,-0.19045217791494,-0.537992927670522,0.615267157701448,-0.677675270451299
"1498",1672,"i believe in the existence of god.  I don't believe that you have to worship in a building or to a figure.","catholic and presbyterian",1,75,25,1,2,"female",NA,6,6,1,"trump",0,61,10,1,-0.189649000631629,1.56842648022116,6,1.05814062362823,1.0064141387654,0.139326931776077,0.518830247465521,1.93813289132181,-0.843393001915816,-0.337509078326443,-1.23835067212329,0.578526217261692,-1.50295584688828,-0.228309055351447,-0.221864252309125,0.416041915207983,0.904841587409931,1.34488917565898,1.12404331560873,-1.38713430761848,-0.931714922914084,0.107985709729587,1.72032773597475,-0.798244727250543
"1499",1673,"yes","non-denomination christian",1,85,15,2,3,"male",NA,5,5,1,"trump",0,64,13,0,-0.618318248775345,-0.960818610401825,3,-0.0689342425816433,0.823441777267764,1.38949468681873,-0.333840005748181,0.403215345562478,-0.50413203457014,0.160849651094062,-0.00680516321117864,0.0931737118881687,-0.167786881182787,0.0999909204650784,1.32431607675397,-0.821146228097169,-1.87523206769583,-0.610173283182143,-1.31741653563732,-0.505680438005696,0.550810567084204,0.107985709729587,0.173242926392126,0.626782409288613
"1500",1674,"yes","catholic",1,78,22,5,6,"male",NA,4,4,1,"trump",0,71,10,0,-0.31212592867269,0.410796138164446,1,-0.820317486721556,-0.823309476211005,1.13810110036402,-0.504374056390921,-1.61460311079585,0.852911834812564,0.871131173649209,-0.622577917667233,0.714194199324495,-0.167786881182787,0.0999909204650784,NA,NA,0.904841587409931,0.598121766510611,-0.232323268416855,-0.505680438005696,-0.437539759581321,0.107985709729587,-1.3738418831905,-0.798244727250543
"1501",1675,"I believe in God and Jesus Christ was the son of God","First United Methodist Church",1,60,40,7,7,"female",NA,2,2,1,"clinton",0,76,10,1,0.728927959676332,0.563197776894032,3,-0.0689342425816433,0.0915523312771992,1.13810110036402,1.03043239939374,-0.187789997101505,-1.01302348558865,0.630062947822555,0.239503938571242,1.205771260575,-0.167786881182787,1.40967911938999,0.551225912222421,-0.694948006226479,-1.41188645851153,-1.5877045126027,1.66658994921896,-0.369319049820124,1.04498573041697,-0.669457453849157,0.836279273356109,-0.798244727250543
"1502",1677,"Pagan","Pagan",1,50,50,1,1,"male",NA,2,4,-1,"NA",NA,44,9,0,-0.31212592867269,1.56842648022116,1,-0.820317486721556,-1.37222656070393,-0.197183890641057,-0.333840005748181,0.403215345562478,0.513650867466888,0.847567070376467,-0.622577917667233,-0.990663268819681,-0.167786881182787,0.0999909204650784,-0.737257695330156,0.810370031546504,-0.94854084932724,-0.610173283182143,-2.13123648605268,1.10599372640681,0.797898148750585,0.180342602155473,0.173242926392126,0.222267406780215
