"","a","b_ment","b_sec","b_cred","b_ref","sigma"
"27",-0.017229194740718,0.0238578117326461,-0.0195926876030537,0.384765021439405,0.174265162090315,0.912547458439521
"28",-0.0419365958354366,0.0734277011354318,-0.0497167765326848,0.374324897666409,0.180389784776461,0.89778088937407
"29",-0.0232445329686318,0.0508642088958497,-0.0258404910032804,0.37245742987329,0.224718810776313,0.89890404179706
"30",-0.0457953157567375,-0.0174448984388155,-0.0329301688628431,0.404244413691565,0.200725157439435,0.895658434029881
"31",-0.032219454075461,0.0219764374343681,-0.0366950630760205,0.376954370402145,0.203960885565747,0.918251167376715
"32",-0.0468578257297254,-0.0227647608014734,-0.0317620172493399,0.35380824401943,0.180309378759271,0.895154734613872
"33",-0.00265995547380144,0.0443051901158076,-0.0558487738689832,0.34479524708302,0.221531512150989,0.892364863504071
"34",0.022891909620737,0.0115083153613587,-0.0181335646463999,0.380304174973448,0.24628366480734,0.910449621414476
"35",-0.0485201615727066,0.024593182007482,-0.0257324353849307,0.407873694133016,0.240093501916292,0.889212515864506
"36",-0.0212598557561838,0.00527380004407539,-0.0368356716101624,0.377550888571409,0.212979938107843,0.919567544796658
"37",-0.0233105492704636,0.0340343896767324,-0.0382526315635855,0.402163779637839,0.215999148459191,0.914605336646611
"38",-0.0197320485685906,0.0183154152198589,-0.0438986709173787,0.411490624634482,0.265426393580948,0.894622687309774
"39",-0.0382486685606241,0.016073032077168,-0.00315696262209926,0.369763528712336,0.215783796634162,0.884939549239146
"40",0.0165188886297117,0.0163484155399016,-0.0581169269947987,0.399882904781397,0.236604319234768,0.904113970048253
"41",-0.0594542456595497,0.0201347717643726,-0.0478062102184574,0.322442547602736,0.222433153863813,0.926349474788479
"42",0.0127234485307448,0.046930406993601,-0.00711811903440544,0.347621380165053,0.234930457027121,0.925661512213919
"43",0.0076948590042056,0.0308637434659786,-0.0467357549608123,0.401073961861364,0.21040446179734,0.895223725476216
"44",-0.0586310390225422,-0.00638480493710303,0.00598132233727903,0.382494239064641,0.182543475676521,0.890111543149117
"45",0.00746177575354024,0.0468636262332138,-0.0581948324302854,0.332747091883156,0.219595612932142,0.895258989590629
"46",0.00949832599618417,0.0602434746501209,-0.0443904125337441,0.423349841943041,0.172571445487755,0.88904043134096
"47",-0.00958216236900311,0.0266519299579709,0.0068787738956464,0.386576602278729,0.204400905836629,0.908402506864382
"48",0.0186167584610637,-0.00341934199408219,-0.0356357058441756,0.385435312970097,0.22141500272322,0.911702222865304
"49",-0.0531119008046415,0.0613678264539608,-0.00690627421820318,0.389276954448627,0.237593919456133,0.919775103061625
"50",-0.0156526338218599,0.0736990772355939,0.0107890494575593,0.382877904387643,0.192721658437399,0.886573327157904
"51",-0.00876105257889697,0.0368173311026299,-0.0388674605932332,0.36066345517283,0.193651848675519,0.911382675952992
"52",-0.0174641900595155,0.0263564747739193,-0.0246200580764331,0.386816688352992,0.247001533213491,0.897056329415298
"53",-0.00426947221983788,0.0253189104647638,-0.024472954235781,0.422654867249216,0.233746258910408,0.913130835534047
"54",0.00886357812902592,0.0111112053732734,-0.0902832215772391,0.338925037588669,0.178555760124424,0.890265671948636
"55",-0.00346639624001312,0.088290903422613,-0.0267524922302598,0.367818015715005,0.264450166334011,0.884729887016242
"56",0.007981191383389,0.0558766904162775,-0.00378353742762583,0.398494175973801,0.258231093997964,0.901813597493536
"57",-0.0393362103949238,0.020063384560551,-0.0224484733580856,0.426536734210124,0.225694021789483,0.900817131709409
"58",-0.0347735812902058,0.0239481220234679,-0.0622679798277692,0.370749672193579,0.243324647039155,0.87740969323816
"59",-0.0142561191489298,0.0554620797275807,-0.00579156008579275,0.37021924133687,0.224711409906849,0.915577361562318
"60",-0.00454032983615536,-0.0136166981261075,-0.0440991658533355,0.363042621505282,0.264031308955472,0.912883102348706
"61",0.0347660910196852,0.063504228851268,-0.0117371176058136,0.415582151078184,0.203181349109697,0.906623414009076
"62",-0.0534436059829736,0.014608689301372,-0.054704942679265,0.394091241216194,0.233254115092375,0.886281905535668
"63",0.0284402199672537,0.0667277597073419,-0.031800894664135,0.353257805875151,0.211498245753046,0.896700554036872
"64",0.0217261061906239,-0.00621799952011458,-0.00892138836631392,0.3690962177532,0.177386599601045,0.902697048409751
"65",-0.00601312329139741,0.0392555722070134,-0.0499384074365725,0.398385977245755,0.247583228257174,0.936400086649056
"66",-0.0201394040189985,0.045570906024159,-0.00823056782247798,0.318317491892462,0.22730996392315,0.870156402572383
"67",0.0346605170787635,0.0040063704197878,-0.0329356626423325,0.392727512133138,0.21982524874684,0.923096667632744
"68",-0.0146717028325095,0.00778820691458971,-0.0167977083125294,0.390030718359059,0.199175470295918,0.894755244664238
"69",-0.00397263533736621,0.0724843756440755,-0.0333643681435416,0.378167125264767,0.273901135265424,0.90016480188387
"70",-0.0089392113973447,0.0211561197538086,-0.0579644825650667,0.359448612323732,0.19986212906627,0.895204519259641
"71",-0.0203203388997087,0.0325394599803756,-0.0501664714889844,0.406550972877386,0.236205612654147,0.914730039074712
"72",-0.0102351263434565,0.0185714163231765,-0.04196958106531,0.401102234483491,0.241791185654571,0.884200832381547
"73",0.0137791950385766,0.0182628434786916,-0.0670426725647787,0.420443344492745,0.226719072048843,0.902741936509124
"74",-0.00721978246072948,0.0346125837280155,-0.0314510079399873,0.351331123217104,0.203170011013201,0.922947715061925
"75",0.00317641241024413,0.0404180797818385,-0.0535827952217685,0.349817956765809,0.249434521115621,0.900515540796785
"76",-0.00208083763187493,0.0280511966917414,-0.00502746277865572,0.39080518325039,0.225623459242611,0.896323943263058
"77",-0.0270695318851055,0.00387035940370501,-0.0598833847258147,0.41158320645612,0.19336615519092,0.894387458565044
"78",-0.0200326926652175,0.0144385997794792,0.00125692597038968,0.388828830417654,0.208164590544044,0.890244147407773
"79",-0.0330151611655568,-0.0121485432178627,-0.0360128924379808,0.371269154803568,0.241098602350835,0.887442669616975
"80",-0.0088649239008666,0.00721376947162949,-0.0147343584055852,0.371573032225622,0.237885464336561,0.938351442780705
"81",-0.0606641833777336,0.0585996310220363,-0.0532586399280975,0.377554749861998,0.222105884988,0.920680922490671
"82",-0.0202020872242084,0.0352522721379584,-0.0324146125104767,0.37015132982655,0.226737249777652,0.909293058434772
"83",0.011480044008356,0.0500540791970525,0.013652655291026,0.406817020297424,0.195315809842339,0.922723868965277
"84",-0.00824348656318709,0.0350323841589909,-0.0481686062375806,0.37324293234194,0.188832003460201,0.928223810776571
"85",-0.0374310377800181,-0.00115136064073893,-0.0651256438945354,0.397762861551769,0.230688557517603,0.906835618451131
"86",-0.00503845362416343,-0.0222938494295546,-0.0457089776321178,0.408115027434678,0.231344903521236,0.901205648903522
"87",-0.0132373975886093,0.0359367984114313,0.00489727421659671,0.412221409092025,0.207674971033537,0.902593304177507
"88",-0.0619028584907184,0.0394421050668606,-0.0444331294765374,0.352386802390935,0.220989689322207,0.868937004747318
"89",-0.0175683970796591,0.0579121703766895,-0.0346220025497145,0.392677250549439,0.223982731699019,0.907487499139246
"90",-0.0748790920405313,0.0702712172341879,-0.03962553639291,0.409325791448485,0.215043551100662,0.917967689353621
"91",-0.0350902278224821,-0.0248351856295191,-0.00170514197957627,0.378607947604915,0.225908506202065,0.895731837323279
"92",-0.024047342973095,0.0777477662002488,0.00766087900353366,0.371779348761139,0.213558763578174,0.943032578567568
"93",-0.0214760961805715,0.00349052707477608,-0.0466936204208671,0.389895927585974,0.242540428335887,0.903401731969955
"94",0.0461934998674165,0.0613824590977683,-0.0242388716887721,0.324805995678761,0.236039304918414,0.911060062064477
"95",-0.00724913657063174,0.0239701912648087,-0.0362210289968482,0.350285909706427,0.230295040663621,0.920067404818178
"96",-0.0215555622516101,0.0242797692603768,-0.0742480991652044,0.37654553476246,0.229981808699184,0.921211958691804
"97",0.0317589057231299,0.0503170664568886,-0.0376971859705198,0.339877449755375,0.221395013993898,0.885320461231929
"98",-0.0465098829978738,0.0487063648034657,-0.0155833876748322,0.342715204980666,0.2405646512825,0.945781314183104
"99",0.00284732916941673,0.0195596012098974,-0.0269513930468807,0.412104974655915,0.244577694736303,0.895629616713675
"100",0.0126276929360336,0.0505628843170364,-0.0351855345676546,0.362119529990405,0.189818301387176,0.909127677833472
"101",0.0139209286103269,0.0209800277384038,-0.0102360649993182,0.357917966473519,0.168824476756909,0.916068720313041
"102",-0.0227095988136171,0.0177236460332684,-0.0503103179261807,0.342050694529568,0.246473146861145,0.891276637233822
"103",-0.000942211653964354,0.00795770295130824,-0.0262445056390489,0.395069782075616,0.24698512942136,0.901117357401748
"104",0.0044299697288206,-0.0129562053384541,-0.0561199495841837,0.410807576172755,0.203285339880553,0.905063454992204
"105",-0.0269043107240482,0.0896240589997012,-0.0423428880886322,0.368167029952624,0.223435938419349,0.882893856162876
"106",0.0285734524970419,0.035592591990228,-0.0850413531063781,0.375977718539795,0.240182721571735,0.904210799442318
"107",0.0104051717698393,0.0310971698064365,-0.0338701770649837,0.371448655084495,0.201533040326693,0.861108525235924
"108",-0.0519877759648179,0.0454016794533715,-0.0519331659294497,0.388658162141583,0.252998342184885,0.873701998341652
"109",-0.0165841777705668,0.0400807344386488,-0.0143647371633693,0.34960827167919,0.20896571333,0.901172063013256
"110",0.0306745331659257,0.00725761082774983,-0.0385713040255492,0.398369814571772,0.269334518412067,0.88982518799152
"111",0.0205785721106729,0.0399572825941821,-0.0149648987672209,0.348258850100397,0.205885189998623,0.928595227650107
"112",-0.0342127238725885,0.00595564532903898,-0.0299067266370342,0.369361706583425,0.221700800577274,0.8881633064076
"113",-0.0157466302632878,0.0456575412482466,-0.0922044378168529,0.353116488239568,0.256282194622115,0.890283553705259
"114",-0.0210867381144589,0.060006211382218,-0.0712398577447751,0.39304505055152,0.19668632151274,0.938396975732192
"115",-0.00279191171622517,0.051826280137784,-0.0766436756125786,0.419323536136716,0.246870747637015,0.892537322529769
"116",-0.0431012173501192,0.0223580801969325,-0.0296367533127115,0.392238881934063,0.228155582280904,0.916546273534133
"117",0.0122539150459395,0.00605564815307415,-0.0301492787171762,0.345848949472312,0.181087253624224,0.896650205428745
"118",-0.066424755382958,0.0157739725653616,-0.0391138986111941,0.334812739844871,0.229332054618638,0.947426726078862
"119",-0.0295415457776543,0.0388738733119823,-0.0497074197569676,0.378713679725475,0.227576060660221,0.891675653718064
"120",-0.0086414218188996,0.0332010574191257,-0.00619830213525792,0.41425084462803,0.207793100934632,0.903512987112248
"121",0.0304951293954503,0.0896976858064903,-0.0465209580382422,0.412715089295321,0.226080720745661,0.936848999934625
"122",-0.0470293586125076,0.0304470836121237,-0.03944976001389,0.386069925870249,0.195217767479244,0.892730388204485
"123",-0.0176929752514312,0.0270597083054727,-0.0261455432357355,0.391466726603071,0.241449822854268,0.884011807095178
"124",-0.0246522821770091,-0.0284112788303899,-0.0395258137269821,0.374026612497632,0.181604960330866,0.876120991755245
"125",-0.0184301416552626,0.063527513800195,-0.0376864452490192,0.404425751782385,0.214572663823654,0.933347692773068
"126",-0.0434284860188824,0.0258794094268813,-0.00436527852342448,0.402499244592987,0.254784735569541,0.923929971120187
"127",-0.00679637599237925,-0.0015110847752067,-0.0940553293640351,0.384608816457621,0.227385792780381,0.855082417597847
"128",-0.0127362665236214,-0.00233824772676112,-0.0251163520437101,0.391525391704049,0.215818161899203,0.890538447173918
"129",-0.00339047080905979,0.0504766705892775,-0.0306801876422141,0.396347732573622,0.222636869719513,0.902508721782344
"130",0.0161414911643722,0.020120885538623,-0.00320086699428979,0.371319870596039,0.217478629802495,0.875651688179502
"131",-0.0177738508984405,0.0636544147419973,-0.0577111894956662,0.343031479875657,0.168482657511022,0.886499384496086
"132",-0.0288970383962534,0.0361829971446687,-0.0300438377641805,0.400322505249599,0.208111589188977,0.890581121635537
"133",-0.03523676162315,0.0233605695810433,-0.0305164064282753,0.377538649556664,0.156190149007495,0.916685671725494
"134",0.0297443705506902,0.0794242292600827,-0.00120551045129235,0.364382798484889,0.165486421910421,0.8917185858799
"135",-0.0460225541526917,0.0373607811477765,-0.0119965817242354,0.421980406321716,0.254587767514562,0.910358023696794
"136",0.0188361173229832,-0.00165397011983548,-0.0544679055307694,0.380716617814962,0.243545492895399,0.907521831353241
"137",-0.0274324783785265,-0.028178337009824,-0.0316020369304601,0.391978602711027,0.26559087586567,0.910544392569556
"138",0.0339155630142992,0.106729443649031,-0.054708132683767,0.358118008091491,0.178424275627526,0.87976797852832
"139",0.0136808814996847,0.0480255128543289,-0.0256689182998987,0.331308237595362,0.224381870528897,0.89453836012002
"140",-0.0272748868703467,-0.0136756086255736,-0.0345823031986826,0.394675490318486,0.251812477050095,0.925962296663432
"141",-0.0120899876218474,0.0218341045044007,-0.0629224333896518,0.356765104389897,0.235745525881911,0.90974427632211
"142",0.00124407556711213,0.0137742018301185,-0.0516397214634178,0.369731272076965,0.252038031856682,0.904819856181939
"143",-0.0338595592837412,0.0629802495478483,-0.0464869375057429,0.323957971775537,0.187292900116187,0.867198373456081
"144",-0.0103212742860595,0.0479662420587408,-0.029150986513721,0.417096668788452,0.258765744670476,0.901324366681752
"145",-0.00241256053720082,0.0713466697756628,-0.0157753475225091,0.405720204987138,0.239494855722049,0.884955906564654
"146",-0.0028813233375392,0.0437060111427768,-0.0121701142299306,0.381849979693336,0.230312114358378,0.898026289556663
"147",0.000863332582601077,0.0482210120902382,-0.00918566695934109,0.362354242131434,0.229353655807894,0.90341334629178
"148",0.00257927677556829,0.0336099183233667,-0.0195921041913613,0.367356377255641,0.197886366527156,0.918382462576272
"149",0.0160586147339894,0.027353148866287,0.00810255783214775,0.397325038649048,0.255348562871179,0.910663869439645
"150",-0.0479354594181548,0.0221760267156947,-0.0376274406242892,0.378952110048238,0.198972829702384,0.897158584983509
"151",-0.0139369691468939,0.0309025530039456,-0.072740710866527,0.377830610427112,0.200929105712107,0.882818389329862
"152",0.00281086498262782,0.0728952569488432,-0.00606631968687842,0.366325155737115,0.227091667052955,0.910233401390193
"153",0.0207632054611047,0.0157541596942805,0.00105581824049313,0.418226406464514,0.232545802942725,0.903598788273367
"154",0.00352214224583346,0.023925019075394,-0.0443559666661881,0.397548881745428,0.220649169016509,0.893649762432783
"155",-0.0160335259465827,0.0348649947427776,-0.0393375480957111,0.406765294994865,0.279253702339845,0.867601505153196
"156",0.0404020727693697,0.0263929055363988,-0.013370275536704,0.336911948877083,0.180472088406366,0.919218786600656
"157",-0.0208990844912501,0.0649011157712423,-0.0147563888234273,0.38721979861408,0.225774985627741,0.878361400490781
"158",-0.0343555540294421,-0.0081118663355903,-0.0520433463161588,0.370428964341029,0.279612645494017,0.887380976145314
"159",0.0317367424313619,0.0369451373298168,-0.0374039144037301,0.355555651840057,0.199883835192032,0.887349260829091
"160",-0.0270006479739932,0.0300377071136479,-0.00395376401852416,0.395808322059576,0.253217330902319,0.868005957892332
"161",-0.0201482864160524,0.0274941912679674,-0.0749859772621701,0.403699010948658,0.246942981992905,0.904107267038748
"162",-0.0219871507811543,0.00509123215633794,-0.0642676930163648,0.41522591945933,0.215224465496328,0.868122288490183
"163",-0.0334391156495323,-0.0612150939032615,-0.0581374317749238,0.354460377197373,0.19346877067716,0.919318636476983
"164",0.0268182164184235,0.0143297505867797,-0.00764675465186702,0.357022258940904,0.224838569936177,0.882055323724018
"165",-0.0197463146212226,0.0199422166646488,-0.0262850006962424,0.35073987960685,0.209476333776021,0.904857224747408
"166",0.00188707583162751,-0.0226586704432314,-0.0518947522725225,0.359348755688861,0.207010723947938,0.901939177723108
"167",-0.0379622131710245,0.00309016848242596,-0.0291402701366855,0.394005086428767,0.239261615723085,0.908343962180177
"168",-0.00945558431464891,0.045728348074522,-0.0332373573723808,0.382145055821242,0.178262386631062,0.898770128795994
"169",-0.017694984375849,0.0246651417648679,-0.0445019708091742,0.399288465288389,0.217624305663684,0.893696948995455
"170",-0.0411703999184177,0.0150098431159796,-0.0321935533946929,0.362100454516312,0.22839348835563,0.92777486727668
"171",-0.0209912032470762,0.0176711660569278,0.0223884181157607,0.396602287112822,0.237911148137562,0.939068071688501
"172",-0.00453903190761421,0.0324703237746073,-0.0370785685888251,0.389307533272819,0.227205283656419,0.935102117390067
"173",0.00357654276737849,0.0119759325043975,-0.029875706875725,0.391852521242661,0.224411431018327,0.880461076570766
"174",-0.0392129490983094,0.0473892391580003,-0.0121158850882926,0.319721907849464,0.169361733954973,0.915910835625029
"175",0.00827538967378243,0.051149330571533,0.00436125240473244,0.338606587783026,0.190542663420722,0.888217468525329
"176",-0.0475693061063582,0.0251747861931389,-0.0622435620195265,0.349338325938375,0.212446639653348,0.908986200354401
"177",0.0149956088407657,0.0882322843849436,-0.066267966252619,0.359353946060795,0.196718870338009,0.915998319459478
"178",-0.0774803481444906,-0.00836708807793989,-0.00289474836113363,0.419818090598233,0.220233207961533,0.906614004854975
"179",0.00565265193677465,0.0426353100928131,-0.0636435364289955,0.388466634637594,0.218348254303157,0.899029774852403
"180",-0.0117366113121044,-0.0036599640750404,-0.0625618486826247,0.394391854126174,0.233247315937126,0.890213186102175
"181",-0.0519767371867888,0.0234705884543318,-0.0410496689929412,0.376020022298072,0.224126229802129,0.905186186426756
"182",-0.0255465863388956,0.0430202894395001,-0.0435545405716305,0.383837110010671,0.241127316152001,0.888354412731804
"183",0.0099443944904907,0.0460712961215202,-0.0265334655192505,0.399189891985303,0.238171513508387,0.932170841544203
"184",-0.0326898772315209,0.0355149439840857,-0.0200027988857958,0.366918073438794,0.221721068849539,0.919815280331857
"185",0.000360509551326514,0.0119858487076966,-0.026278301541819,0.385722178459628,0.167379736092112,0.876484639635197
"186",0.00246084339013621,0.0216736130050736,-0.0271417127411385,0.367189761542952,0.233965373233952,0.891421821739617
"187",-0.0318080252782089,0.029762646542227,-0.0102500091573259,0.396728921260851,0.206312232006574,0.912554895856519
"188",-0.0132433315889131,0.00959363851133788,-0.00611255022864866,0.343968808427408,0.231395256344567,0.89038736740848
"189",-0.0350686348295048,0.0479511282694389,-0.0479006046635039,0.400830368903176,0.206180293607171,0.89997809114636
"190",0.0380906589851468,0.0436961992140578,-0.044693703683447,0.380551036557526,0.187187370702824,0.896251809321245
"191",-0.0515830259663234,0.0273700285894138,-0.0401630011835784,0.389530917154881,0.244879025694828,0.869853002437621
"192",-0.0221251381221031,0.0724588472124148,-0.0329695867323167,0.397982521534783,0.247983915280482,0.914685669096218
"193",-0.0441876282482753,0.00900501794188362,-0.056656025733868,0.371264553979386,0.219079236598988,0.898737868798331
"194",-0.00423976084279473,0.0225055276895012,-0.0667027019779016,0.369797709848039,0.241937885401112,0.901189423950626
"195",-0.0371596670187372,0.00112743783686559,-0.0792137365231513,0.402631767279056,0.195888870909528,0.906096135504477
"196",-0.00706119860198407,0.0455171436207127,-0.0281389106814687,0.379069033050444,0.190701336375942,0.892293746125131
"197",0.00777688659972064,0.0655809641271273,-0.0249126230921401,0.340908378710328,0.183977744685692,0.88045141807631
"198",-0.0785886168222804,-0.00698528589498668,-0.0314789076879171,0.387728699934535,0.215026715674227,0.907474463505577
"199",-0.00613683438895919,0.0708965329488056,-0.00477264361176652,0.402079792928485,0.249578944517376,0.896290930905417
"200",0.0087331979440157,0.0047729320049851,-0.0279912603439384,0.422822846156036,0.222393480906833,0.898515172549599
"201",-0.00734934784377562,0.0225363287036584,-0.0364912461963046,0.38792403601845,0.206626547797998,0.906833581731763
"202",-0.0143173185285842,0.0189654336242843,-0.045638528573017,0.354005317756537,0.228736502894863,0.885212087442443
"203",-0.0332232169945398,0.0238276359021044,-0.0425807960808269,0.371111886803563,0.221779230460662,0.913337346980071
"204",0.0154519304722114,0.0422774182240768,-0.019461820996822,0.361913592882695,0.210428908316538,0.904834892973696
"205",0.00261015285646252,0.0494179048519111,-0.0484269052170944,0.391136457991108,0.214422825735994,0.888778989895342
"206",-0.00916153407730078,0.0573264701230157,0.0154524156157921,0.378084516765108,0.21125325439069,0.927461429989749
"207",-0.0718523087393185,0.0699336953270651,0.00763181554125967,0.401611090882129,0.192658591542157,0.902369262923682
"208",-0.0331540766099485,0.0542598678667496,-0.00720042167969562,0.347238175674345,0.206766473703949,0.934888650861595
"209",-0.0163681793916631,0.0369663466661232,-0.0495231833998955,0.359640306578495,0.254270488499565,0.876103003909213
"210",0.000396446128016483,0.0171392847348851,-0.00962983320463693,0.34922293513959,0.220201831114457,0.886470350369962
"211",-0.000874844304144961,0.062202490920424,-0.069597819878419,0.339417709967639,0.209267870918551,0.904990029846049
"212",0.035962077906449,0.00649786572163559,0.0061564585531387,0.40525248156287,0.20238971060579,0.889945001476555
"213",-0.0190563582057614,0.017113564082056,-0.0315220220996355,0.434799022233095,0.220360417381211,0.892849355704393
"214",0.0114568782020273,-0.0200170234806558,-0.0792342556469638,0.42684770074964,0.213722618361257,0.898561915787739
"215",-0.0168049782800182,0.0409744101328079,-0.0423121951240368,0.352860811759651,0.249421393500156,0.924652577601666
"216",-0.0267407367296391,0.0979992886472352,-0.0832427039727757,0.38305675145958,0.210841865180946,0.921190393901859
"217",0.0245053200196142,-0.010180514139633,-0.0178741846212079,0.36976453995038,0.236224737798656,0.896541982135923
"218",0.014639159823544,0.0177472896477476,-0.0307470286359631,0.387110246636775,0.242967489341886,0.898519135157334
"219",0.0187912668010266,0.0720383677444784,-0.0286738639265263,0.362430813450624,0.224613852418257,0.903087124465136
"220",-0.00748185682566318,0.0452539931745276,-0.0235937852777655,0.36683917220619,0.23869053086376,0.900521623326416
"221",0.000573722287198425,0.0520067628225832,-0.0444880481839184,0.358377525175331,0.206748086191198,0.920681198212369
"222",-0.0460022382990666,0.0396505365566109,-0.0143501962698003,0.379921655481527,0.243314948940093,0.904238811974067
"223",-0.0237464518829643,0.056396494396262,-0.0523620937379826,0.363975977756947,0.210971224068075,0.891460231446322
"224",-0.0487765157898012,0.0584859681575281,-0.0341761566388301,0.370414500736703,0.249468568271422,0.926150766693566
"225",-0.0122544633549129,0.0286763313094013,-0.0713831402819984,0.398472246214848,0.178406281152735,0.905331314493766
"226",-0.0401297366612931,0.0776581165053384,-0.0733405236787826,0.402363365707052,0.226750016121333,0.906596406754805
"227",-0.000579247431524448,0.00891343755915347,-0.0595592332772915,0.387706291505095,0.237919388219995,0.876692721210491
"228",-0.0269498802247258,0.0532371998857195,-0.0488100469502139,0.407208501267202,0.218220469008657,0.920824785135335
"229",-0.0399103384445695,0.00529591423551071,-0.0328810897840001,0.365368466220543,0.216447598338805,0.911968659015606
"230",0.0172637835695033,0.0212594717194379,-0.0239470365033997,0.394786148446738,0.177952629164321,0.906607860240762
"231",0.0040517582911009,0.0328761982070304,-0.0245835101835193,0.426229281022317,0.198696323946926,0.887690540651499
"232",0.0134157975249985,0.0516325894243424,-0.00970930495178505,0.346255643861836,0.190475189073777,0.91638057238158
"233",-0.0357468147890572,0.0222017663815376,-0.0639868156344125,0.346294859056991,0.192982189504669,0.937710877993395
"234",0.036801349030983,0.045158179574956,-0.0496625944230776,0.390392091303293,0.267619781312604,0.887369194979387
"235",0.00174729135629188,0.0335887683841522,-0.0745627734326842,0.390243163618661,0.224514262268601,0.897907226689484
"236",0.00756487023353304,0.0324395810045246,-0.00375207797218271,0.39416492555752,0.186266721388475,0.903329257113379
"237",0.0162108288211342,0.060719844291747,-0.0170903848438055,0.380821299936814,0.218020898998863,0.901895270028224
"238",0.0777000757220093,0.0341346105621543,-0.0820959917434408,0.379618256546683,0.237265213085337,0.92252329618652
"239",-0.0314445539637431,0.0505655065100134,-0.0349896105137174,0.373976499729287,0.211150102199023,0.904220591748811
"240",-0.0335876410588241,0.0321438767521072,-0.0286846935511997,0.384632703805989,0.222596054687622,0.940900575352229
"241",0.00579880022696863,0.0791135016526275,-0.0694304485257375,0.381706205655534,0.222873936130422,0.885118800435828
"242",-0.0337800514801216,0.0505373778338058,-0.0415855995607691,0.351148512490004,0.280229556920248,0.878651862233185
"243",-0.00921995794234977,-0.00112329913726782,-0.021988004432867,0.400786807357703,0.245327105591427,0.908665347777251
"244",-0.0453826781590195,0.0516844370147364,-0.0148866726399313,0.375716130008007,0.21987394423286,0.899067966391315
"245",-0.000462811193235622,0.0764240182125322,-0.0550779735298457,0.359535278210971,0.190154497482368,0.89692666810441
"246",0.0023691261205581,0.0593836654178233,-0.00908989307999983,0.353270830157623,0.189309938093396,0.912251193122974
"247",0.010062160159216,-0.0053818585696051,-0.0529356552642247,0.385791968644769,0.210981391535334,0.905752441629274
"248",-0.00865463020569269,0.00329620431384187,-0.0171962611091871,0.414946852673056,0.21956787253656,0.894553573754012
"249",-0.0553050458934664,0.000491054064280703,0.00331107270891444,0.373913191209707,0.224351174719529,0.880064976388522
"250",-0.0639783099691165,0.00876501285805648,-0.0591357852494764,0.368305326994325,0.179029423620914,0.895611003053936
"251",-0.0215932251755687,0.0358190063738601,-0.0289292771010915,0.418609520524074,0.24676911201638,0.913629259811463
