"","Mentalizing","MentQuad","Security","CREDs","Reflection"
"1",0.0884168488991316,-0.0249647092239127,0.0304218704338386,0.293052962211293,0.142134559281049
"2",0.0374053592458894,-0.00734640656491719,-0.0969258472260283,0.284606601451691,0.113230024879935
"3",0.0809078991421125,0.0103892813909661,0.00971320403121118,0.253518795360993,0.089150505453576
"4",0.0578121377024505,0.0093222422681964,0.0233732633186864,0.269082932969633,0.165456515584413
"5",0.018535507042962,0.0292467932453812,-0.00953649967341751,0.28461702901111,0.0841777212089797
"6",0.0680504032018324,0.0150632725004792,0.00816829861417834,0.263824033873827,0.128806890654971
"7",0.0796604531806419,-0.0149066740560055,0.0370404902873438,0.273320365397545,0.15564246620775
"8",0.0046846508845509,0.0113355581353071,0.00212863584365789,0.256270865843503,0.102945657594174
"9",0.0213872454775027,-0.0221183514180051,-0.0301328019172094,0.272032022213455,0.154536419853797
"10",0.00969293565755287,6.52682539632361e-05,-0.0327684327316586,0.324135626505886,0.0952421959758706
"11",0.0799014867773569,-0.00140340980248474,-0.00555859527412361,0.242267562702995,0.132181358368405
"12",0.0784875187396276,0.0108985639115969,0.0468302678966912,0.299241054490255,0.158336387654156
"13",0.0765510788343736,-0.0134667955368154,0.015032632879641,0.2788359123688,0.124580088570676
"14",0.0500252826368118,-0.0017029021239038,-0.0234839394277689,0.315279809031085,0.117249219298691
"15",0.0811208713736808,-0.0133206843764098,0.028429194341343,0.303536788058673,0.159864622920094
"16",0.0763410919985883,0.0076386796378952,0.00958655815054533,0.353785988252739,0.13247256887759
"17",0.0647396123644258,-0.00367360952908622,-0.0152751854719685,0.309791038555956,0.145182508313727
"18",0.0803700711255343,0.00920571297099443,-0.0226901130776646,0.267870136528198,0.0971101253281216
"19",0.0535454286908143,0.0130194962957572,-0.0164008476794907,0.296584202079077,0.211289319517635
"20",0.0823837861936667,0.0276226480177484,-0.0151944646323078,0.291367063667515,0.126179255433534
"21",0.0806445016356189,0.0206201819931107,-0.0300921008811484,0.298565518817708,0.114017120981075
"22",0.0395035576128563,0.0196835733518257,-0.0456093568043465,0.297753338361443,0.148719247825219
"23",0.0816369288962231,0.00355214627043747,-0.0150374265684133,0.288463418184694,0.108538392904575
"24",0.0902311991028267,0.00525043437861075,-0.0336360298001203,0.259481114787132,0.105461911177201
"25",0.105805711965222,-0.0154550555562986,0.00315070628994442,0.280893484464163,0.117365070446322
"26",0.0638899206622129,0.0246782797825964,-0.0372001586195885,0.263593784388183,0.0633284936045036
"27",0.0467226387837673,0.00862909838883114,-0.0507920145908382,0.294172335290366,0.0962916110223072
"28",0.0348616588650603,0.00467683095968333,0.00119371083604762,0.243355447835874,0.138555433813304
"29",0.0619273833791951,-0.000472948486519419,-0.0320898829044116,0.31745240672389,0.124400748203517
"30",0.0475770297152412,0.00874573224081636,0.00163954340804299,0.284246381859784,0.106187018460567
"31",0.0187631662447915,0.00391312072687331,0.0433653054168408,0.21451467940691,0.086291608066662
"32",0.0734373690428603,0.020185113471135,-0.0117513807227577,0.247606664192389,0.178154227256073
"33",0.0382333037890186,0.00394908140256615,-0.00654835523467361,0.257949254257798,0.130997312624753
"34",0.0592928970721374,-0.0103624646996649,-0.00299603289440249,0.299991211146672,0.154793754806003
"35",0.114388035976192,0.0426969209571942,0.0110902899302873,0.261766012837265,0.110196924159064
"36",0.0410794333469487,0.0052273849806237,0.0244190151685212,0.294371555914858,0.110134674211897
"37",0.071682424291942,0.0241233088974854,0.0248941918512251,0.248247938009041,0.177145016366907
