"","Mentalizing","Security","CREDs","Reflection"
"1",0.0768280657316585,-0.0419294467228424,0.379610867919577,0.222444111065803
"2",0.0841607916286211,-0.00956748207075451,0.343571111366012,0.220664258242228
"3",0.0202567649131924,-0.0523451745702892,0.320178393073491,0.16763724734282
"4",0.0761899316452778,-0.0374841439362634,0.369725474963427,0.204022836349054
"5",0.0631227974466518,-0.0450801525288674,0.363296204413228,0.164849226134835
"6",0.07032899756575,-0.0358976566378621,0.40901097169038,0.167462204105782
"7",0.099200132174884,-0.0271463436484397,0.369815203790834,0.225252767610833
"8",0.102447356726906,-0.0704520808403203,0.335151138612268,0.205665103281548
"9",0.021053225730651,-0.0531049813837684,0.314885602377772,0.212415260996937
"10",0.0433795864929974,-0.0341344075644491,0.368820445214156,0.176003128925489
"11",0.107982177312134,-0.0255757079475596,0.396092508300512,0.191930927655823
"12",0.034579587783869,-0.0434057866759185,0.376438107161097,0.207724090027932
"13",0.0471403989269137,-0.0503611297904677,0.374019658763486,0.225972348884021
"14",0.104377561224058,-0.0144689099480898,0.415884280347554,0.174438701460462
"15",0.0498355468173437,-0.0554600612687098,0.375382575032038,0.161577862344918
"16",0.0622866845494646,-0.0195245223410524,0.372542008766185,0.128606869430098
"17",0.0683210761895496,-0.016304244765363,0.368793670141628,0.164037743003179
"18",0.0896626590705369,-0.00326656792376428,0.344780916665185,0.165511377265896
"19",-0.00306135352553178,-0.0162111441274948,0.347430404771649,0.120484315940107
"20",0.0386506819547654,-0.0334221161692582,0.377841694905869,0.160421549750471
"21",0.0475964680531473,-0.0383726092558357,0.371957363424659,0.166897084620774
"22",0.0508684771236752,-0.0442855324958492,0.382308989377264,0.179870991444717
"23",0.0741883315909977,0.000714160870720564,0.349918653179623,0.209851226817624
"24",0.0623528141216508,-0.044677868096395,0.380839962436708,0.15015267290045
"25",0.036296208526914,-0.0118201404490045,0.399856171858992,0.227707246977213
"26",0.0500637749195144,-0.000115443945274486,0.365874295665863,0.124373942591294
"27",0.0198984192917119,0.000380442207631362,0.325443095449222,0.176508316549577
"28",0.0754428887962747,-0.00304480403987295,0.377814002739921,0.184485019521747
"29",0.042901941976783,-0.0777878644153912,0.370126493993452,0.199257422180491
"30",0.116644649836876,-0.0654420129323712,0.365161916930105,0.154334335958916
"31",0.0737685664112234,-0.00222722751954557,0.376180955430431,0.194547192188648
"32",0.0846342036689209,-0.0394935528721195,0.38533232055718,0.177520152982182
"33",0.0641781523249192,-0.0176765997637721,0.401597328858229,0.187535226311165
"34",0.0662491800236826,-0.0538818979722619,0.344427931205314,0.133113577655143
"35",0.0537021380541178,-0.0429876073797875,0.393000318931279,0.137546880911715
"36",0.0602698424178095,-0.0168172220460476,0.3841731558324,0.186077462252744
"37",0.0681179674757156,0.00349042104135083,0.383217552331622,0.18899121320758
"38",0.04543512635884,-0.0614462975633736,0.357280576064826,0.228096607133595
"39",0.0770343218550021,-0.0377722264525868,0.350521305000937,0.144496786497134
"40",0.0993926400662828,-0.0401309124802871,0.369184524155365,0.200063666961307
"41",0.0725130158861971,-0.0288680286343021,0.365812528690306,0.150869211570605
"42",0.121795321183612,0.00749560848339968,0.374015478556638,0.181064267697231
"43",0.0829451349445006,-0.106062029407001,0.385941136352114,0.194916178274615
"44",0.04054426056853,0.0164322847468461,0.41513826948821,0.145259457136858
"45",0.0925071549430538,-0.00949872430158595,0.403117738244609,0.151091520648666
"46",0.104291015181576,-0.0395471249186689,0.423613954185479,0.190689670454389
"47",0.0277595292139409,-0.0602751742572645,0.358488931359623,0.174291693396585
"48",0.0316301867560003,-0.0603630919027944,0.387189250408469,0.176524380608083
"49",0.0342996835936943,-0.0438246153905804,0.403056707167846,0.210714625741398
"50",0.091640148884411,0.0242163199557717,0.374868028526373,0.125068005791602
"51",0.0869405868033028,-0.0185738817448274,0.401132056961176,0.213695292176861
