"","mean.int","mean.slope","min.int","min.slope","max.int","max.slope"
"1",0.132766954731995,0.0752395258868203,0.471212398226051,0.135874480191352,0.0212475886411486,0.0142516924253693
"2",0.145680912431821,0.0812054494152472,0.388943695829952,0.167817408421601,0.0380703967578068,0.0172147805947551
"3",0.148243707736321,0.0981889163840324,0.482156500266816,0.195859733182608,0.0263861411922366,0.0134236989123155
"4",0.167034616202206,0.0637392969480153,0.399216645287352,0.175023960732522,0.0504326766930429,0.00318260545103053
"5",0.155825740235713,0.0773319236986794,0.41684220107187,0.143009495870471,0.0395065721394715,0.0190402398656748
"6",0.162097726145055,0.087448442001264,0.450018478116638,0.0991877946055929,0.0376187046084376,0.0354154576034485
"7",0.151439986654147,0.0658159654342698,0.415789111143794,0.139367856961577,0.0370650858203252,0.0127304540931514
"8",0.152325633500697,0.0610496532561467,0.434677043184996,0.170770735673351,0.0346056242017524,0.00357876569431792
"9",0.155571487238178,0.0831896936623935,0.448648525686967,0.173469896158736,0.0342639499355074,0.0132460099733381
"10",0.15972521845459,0.0846939968297173,0.462507551921018,0.180928367149671,0.0343965786009451,0.0114830726887361
"11",0.157824809859032,0.0788817407961755,0.386839004745118,0.184393305979733,0.0465027590476173,0.0115102768685318
"12",0.14457368759762,0.0724816962240107,0.453394090332004,0.164330207781057,0.0281416477676468,0.00962766586872066
"13",0.170340952083262,0.0793253286507653,0.468465860028534,0.188490256579881,0.0392095796990968,0.00638916396326607
"14",0.151884895600141,0.0725806817606159,0.42216184051556,0.149904962782369,0.0362969910722103,0.0140748639166002
"15",0.127252107821153,0.0752467529232928,0.426000151251319,0.166793873715141,0.0234297933924494,0.01189306835809
"16",0.126013556033376,0.0606108093377692,0.319865683058326,0.0750254641590453,0.0374075196533528,0.0297456122770042
"17",0.173496701940662,0.0779929652201388,0.426573572274334,0.156095859248981,0.0490754780798935,0.0156743746271864
"18",0.129912995730792,0.0785116050512565,0.413565356297034,0.115445393037762,0.0259994536944577,0.0240642850401197
"19",0.135814649635056,0.0737381363578183,0.416427652000844,0.133974611257732,0.0285158351049722,0.017828214974468
"20",0.15333594643244,0.091749607706722,0.447987585637742,0.176333089243052,0.0331841983292179,0.0172272155520595
"21",0.16105945647928,0.0586407022996521,0.424662786006098,0.136585671557149,0.0413370655877268,0.00859101524147646
"22",0.148429795268688,0.110045798800037,0.43373720072577,0.170087544106462,0.0326540347803189,0.0309142471159468
"23",0.141058686963451,0.0865650888150512,0.48672707514238,0.141564011837321,0.0229558193343298,0.0177929335947141
"24",0.140409947686954,0.0838920762028028,0.471740453475561,0.149616477932698,0.0242290087925837,0.0162372959278569
"25",0.16044645113123,0.0505711401960674,0.409515514692405,0.119831646155061,0.0437609059285644,0.00782218023341778
"26",0.14887147336032,0.0706103103535214,0.495032108389508,0.173603516083309,0.025213103225745,0.00543416716321616
"27",0.155973612413679,0.0713508814654913,0.447666965643719,0.0780800492795695,0.0346247962504841,0.0286706583986412
"28",0.164836274974445,0.0745252095433076,0.466110985013338,0.121719131719453,0.0365595532203222,0.0190599235427241
"29",0.171599568505639,0.0751489904865885,0.43202712602433,0.152652096938093,0.0466734286084914,0.0143858086065194
"30",0.141559275789525,0.077498313889309,0.434568769386691,0.114373311950379,0.0290505108885174,0.0231720424479453
"31",0.153668810363434,0.0861098831846319,0.455075143850586,0.159293475563618,0.032349600319287,0.0173898677377985
"32",0.156514701748191,0.0705135232033711,0.430262594833405,0.170673442773421,0.0376547920102932,0.00809374731664678
"33",0.148577989161724,0.100366266546271,0.471947429867389,0.122384208980524,0.0277273841532772,0.0322293424357375
"34",0.149829698299847,0.0918971593159814,0.433527030405599,0.137436433559004,0.0334276751144158,0.0279176232583133
"35",0.14039993994205,0.0719751851852202,0.423186274303705,0.0833240022908197,0.0299478498624088,0.0277558948196355
"36",0.152371843575179,0.0787531807830066,0.462908945689376,0.126057034734746,0.0306391455122159,0.01987068919391
"37",0.142266707850383,0.0806599507659918,0.431632299412758,0.195815226616916,0.0297789041651542,0.00895690860720809
"38",0.154162502242144,0.0874967913091746,0.430162429865861,0.23038624882786,0.0363243023269168,0.00476477814872685
"39",0.148845636164831,0.0869596143736794,0.404696720064907,0.165091809748106,0.037350391951513,0.0204444381194467
"40",0.135338605535318,0.0881737769283066,0.391288825142697,0.151930286733872,0.0316421435212603,0.0246915551404361
"41",0.160997667479633,0.0964431980396747,0.443647167694912,0.141239104359897,0.0380357064703915,0.0301917747332627
"42",0.156322737069938,0.0678724027677183,0.388289730553668,0.106297722886784,0.0451601580695965,0.0243658292598438
"43",0.142812054017001,0.0554626420376384,0.391532144685547,0.170302872291227,0.0358956767762669,0.00244601949525459
"44",0.158303302529284,0.084009196811631,0.40237624327691,0.164196048930279,0.0437230062209988,0.0191711713903265
"45",0.160156502649894,0.0827475610187214,0.469012965975803,0.152921676253902,0.033666055972507,0.0160947975457297
"46",0.158632511146712,0.0846816795300553,0.427157756127095,0.158321776169973,0.0394221085020362,0.019228479401205
"47",0.151868621566269,0.0604467198027132,0.42386675467699,0.111773421222084,0.0360177504953206,0.014999272286784
"48",0.157406456039707,0.0750917707484362,0.402908191496148,0.152597572733994,0.0430308611511422,0.0161670641483112
"49",0.139157398058852,0.0987824195901479,0.448440640824934,0.180121848896964,0.0262468652374602,0.0194835051307629
"50",0.137010010670553,0.0789517022049466,0.380998493975827,0.160403343082957,0.0341250740262104,0.0178683489850253
"51",0.150139592271768,0.057643885193721,0.460785870039385,0.130138289324276,0.0298415679073575,0.00819872508287487
"52",0.163648564717211,0.0681595565881392,0.425177996180311,0.19433406899039,0.0428617983801263,0.00161187916665076
"53",0.15081077571633,0.0672527728713645,0.387623948489618,0.193920239908246,0.04158040887175,0.00329052002936374
"54",0.156851332696276,0.0550880654388647,0.410302056006191,0.178172442788142,0.0413015301982186,-0.000845469642027481
"55",0.150863747454924,0.0920188206502941,0.453072298391118,0.132707616516533,0.0312151232849654,0.0270875190857599
"56",0.170631711283149,0.0886199900887503,0.445865632705731,0.201131460510329,0.0433765378910335,0.00947538763676129
"57",0.158945506585207,0.080866899969188,0.50872457410287,0.198067480790924,0.0278576025209655,0.00416382311454519
"58",0.160367671561314,0.0808017707925215,0.3989446558123,0.159358652219591,0.0457897810018281,0.0185404661381287
"59",0.138891396935197,0.0875510358981245,0.404859907039586,0.190811270449124,0.0316580300356132,0.0148493476777849
"60",0.152861389700741,0.0658964953939968,0.407455744114104,0.160976201879016,0.0393197435204246,0.00856115004658568
"61",0.148910261351515,0.0814436274324166,0.444769317451503,0.161572592419135,0.031363244022062,0.0150316146487804
"62",0.131115637726569,0.0804008783112861,0.434381000215514,0.162960984383861,0.0242327329936685,0.0144717242349379
"63",0.178066222322883,0.0561401050645314,0.477494058212581,0.123764215792121,0.0420582034847939,0.0074926834720237
"64",0.168089242674449,0.0735510029889334,0.46969560274625,0.128935603516017,0.0377572029800133,0.0166495232142339
"65",0.160577656422856,0.0730704024020541,0.456711791081909,0.139906889309459,0.0357240785313796,0.0145308306956427
"66",0.154453216592456,0.0862367115079043,0.486838127205037,0.192017643985163,0.0285538489558189,0.00866458941230816
"67",0.146433226122585,0.0768335301289542,0.448021908483763,0.197790767247101,0.0297030171171031,0.00602639111217696
"68",0.150266016131073,0.0894846740624034,0.45802965317116,0.171784521562683,0.030261176045635,0.0161308098924866
